"Transaction Date",c11,,,bc_victoria,,,bc_vancouver,,,ab_calgary,,,ab_edmonton,,,mb_winnipeg,,,on_hamilton,,,on_toronto,,,on_ottawa,,,qc_montreal,,,qc_quebec_city,,,ns_halifax,,
Aug-2015,176.88,175.16,19764,145.89,144.45,728,198.08,198.12,5392,186.70,185.67,546,182.02,180.29,1007,197.08,197.02,792,170.33,166.68,1000,178.75,175.05,6855,145.08,142.44,1463,156.99,157.34,1657,180.26,180.77,261,140.05,140.07,63
Sep-2015,177.91,176.43,15086,147.08,146.13,436,201.20,200.41,3395,187.98,186.67,488,182.04,181.27,992,194.32,194.35,623,172.53,169.54,709,179.79,176.58,5522,144.81,142.76,1109,156.52,157.57,1527,177.63,179.06,245,142.71,142.74,40
Oct-2015,178.21,177.55,14647,147.55,147.40,391,202.42,202.39,3471,186.51,184.85,366,182.33,181.55,808,198.09,198.19,729,172.08,170.19,699,180.35,178.63,5130,144.07,142.75,1132,156.13,157.68,1617,178.65,180.63,262,140.30,140.44,42
Nov-2015,178.68,179.13,15066,150.15,150.71,519,205.15,206.64,4685,184.20,183.12,313,180.77,180.89,672,197.48,198.17,537,172.52,171.67,665,180.53,180.45,4834,143.45,142.93,978,156.93,158.70,1595,179.30,181.08,237,138.32,139.15,31
Dec-2015,178.79,180.28,10976,150.17,151.75,271,207.40,210.40,2089,181.10,181.80,305,180.21,180.37,485,194.55,196.71,605,171.51,172.73,553,180.82,181.85,4299,142.59,142.61,750,156.57,158.53,1375,180.95,183.27,220,140.45,141.01,24
Jan-2016,178.78,180.72,10315,151.25,153.36,271,209.17,211.63,3040,179.79,181.16,320,179.24,179.82,537,195.16,197.97,627,173.30,175.13,428,180.51,182.55,3436,141.60,142.43,566,155.68,157.86,944,179.60,181.78,130,140.31,141.50,16
Feb-2016,179.90,182.46,9151,152.62,154.93,305,215.95,218.07,2788,178.09,180.15,183,179.40,180.81,351,195.45,199.23,301,172.64,175.92,405,180.93,183.98,2997,140.71,142.80,561,154.94,157.35,1109,178.61,182.06,136,136.25,138.85,15
Mar-2016,181.39,184.27,11459,151.51,155.38,338,221.89,223.72,2902,177.62,179.60,683,180.96,182.85,685,195.60,199.16,283,173.62,177.80,469,181.47,185.22,3706,141.34,143.93,702,155.97,158.29,1474,177.77,181.50,196,132.04,135.11,21
Apr-2016,183.59,186.49,14664,152.29,156.67,424,226.68,229.52,3736,177.96,179.72,829,180.78,182.05,839,197.11,199.46,384,175.30,179.52,568,183.93,187.44,4388,141.94,144.80,911,157.41,159.53,2155,177.86,181.20,380,134.78,137.18,50
May-2016,186.55,188.08,19886,155.28,158.97,731,233.17,234.53,5192,178.44,179.46,938,181.20,181.74,916,197.47,199.36,381,179.79,182.13,713,186.99,188.58,5693,143.90,145.45,1088,158.32,159.80,3539,180.07,181.95,610,135.96,136.94,85
Jun-2016,190.59,190.37,24916,161.79,163.03,703,239.22,239.38,4829,178.82,179.19,1153,180.69,180.07,1153,200.13,201.95,262,184.12,183.21,938,193.15,191.98,7505,145.25,145.20,1805,158.99,159.85,5162,182.28,182.66,1246,141.03,140.23,160
Jul-2016,194.41,192.67,22154,167.88,166.43,836,244.81,243.21,5380,178.71,178.66,1176,180.67,179.80,1207,203.41,204.34,714,188.54,185.50,966,199.22,195.82,7506,146.55,144.87,1886,159.91,160.18,2012,183.19,182.95,347,140.48,140.27,124
Aug-2016,197.55,195.52,23976,171.49,169.91,890,249.09,248.84,5671,178.33,177.84,1311,181.40,179.67,1520,203.15,202.97,1377,192.40,188.04,1033,204.83,200.43,8272,147.49,144.76,1784,160.47,160.78,1714,180.81,181.38,295,141.53,141.33,109
Sep-2016,199.26,197.38,19591,173.44,172.29,676,249.53,247.89,3577,178.82,177.77,1205,180.76,179.57,1244,203.30,203.12,924,195.10,191.76,802,209.28,205.65,7922,147.25,144.94,1358,160.15,160.91,1554,179.78,181.31,273,141.47,141.48,56
Oct-2016,199.89,199.16,15461,174.00,173.78,532,248.01,247.75,3198,179.78,178.51,987,180.68,179.71,1011,204.03,203.96,623,197.91,196.04,620,211.71,210.03,5797,147.35,145.69,983,159.30,160.65,1470,179.34,181.28,208,141.12,141.32,32
Nov-2016,200.10,200.74,15899,174.64,175.12,471,244.71,246.73,2621,180.99,179.76,1150,180.34,180.17,1015,203.54,203.97,562,200.66,200.09,715,213.95,214.31,6289,146.14,145.62,1074,158.84,160.38,1708,179.54,180.92,227,141.93,142.78,67
Dec-2016,200.69,202.52,12602,176.78,178.46,372,242.64,246.28,2162,182.14,182.37,554,180.47,180.47,554,201.11,203.14,550,201.47,203.34,577,216.53,218.40,5307,145.58,145.46,825,158.63,160.36,1419,179.74,181.64,244,142.51,142.96,38
Jan-2017,201.59,203.86,11425,177.11,179.67,321,243.39,246.33,1807,182.25,183.11,1005,180.22,180.55,876,199.78,202.28,448,203.73,206.30,491,218.30,221.16,4779,144.92,145.75,596,159.29,161.26,922,181.12,183.22,118,142.50,143.65,62
Feb-2017,203.55,206.57,11281,176.95,180.06,355,246.86,249.53,2120,179.87,181.68,864,179.28,180.61,644,198.77,202.57,354,206.66,210.94,622,222.46,226.44,4467,145.46,147.53,519,159.49,161.82,1082,180.43,184.11,171,139.82,142.23,83
Mar-2017,205.39,208.77,12797,178.78,183.41,328,248.97,251.20,2139,179.42,181.51,1006,175.98,178.00,752,199.99,203.68,298,211.02,215.97,633,226.47,231.11,4859,145.40,148.33,836,160.30,162.80,1645,177.20,181.02,204,137.43,140.86,97
Apr-2017,207.82,211.08,12772,181.48,186.65,375,248.68,251.74,2238,179.90,181.81,948,176.21,177.95,684,201.90,205.17,273,215.39,220.03,618,232.38,236.34,4497,145.29,148.48,792,161.21,163.63,1958,174.94,178.24,273,139.38,141.98,116
May-2017,212.22,213.75,20728,185.94,189.91,570,252.30,253.71,3766,180.73,181.85,1595,177.29,178.33,1197,202.79,205.17,465,222.03,224.29,950,240.71,241.88,6487,146.48,148.26,1256,162.16,164.17,3638,176.90,178.92,654,141.27,142.60,150
Jun-2017,217.57,217.00,25527,189.98,191.03,591,258.52,258.59,3876,181.25,181.74,1759,180.46,180.00,1274,202.23,204.38,379,231.19,229.41,1103,249.66,247.34,7943,148.23,148.41,2069,163.37,164.60,5293,180.56,181.23,1069,143.63,142.81,171
Jul-2017,221.68,219.45,23791,195.30,193.95,822,265.77,264.15,5511,182.01,181.95,1806,181.51,180.55,1351,203.70,204.42,810,236.07,232.13,1088,254.93,250.12,7384,151.14,149.34,1992,164.80,165.42,2404,181.89,181.83,392,142.12,141.73,231
Aug-2017,223.07,220.64,22095,198.88,197.28,654,272.18,271.86,4004,182.19,181.80,1750,182.99,181.20,1409,206.42,206.04,713,237.51,232.12,1135,253.84,248.46,7716,152.98,150.01,2060,165.54,165.83,2117,181.15,181.80,278,142.52,141.97,259
Sep-2017,221.49,219.46,17345,198.97,197.92,578,275.85,274.24,3819,183.44,182.44,1541,183.32,181.60,1178,205.74,205.15,855,233.10,229.27,730,247.04,243.34,5230,153.37,150.63,1341,166.21,166.64,1671,181.29,182.70,236,141.97,141.88,166
Oct-2017,219.22,218.67,15311,199.12,198.92,416,277.75,277.73,3150,182.99,182.01,1308,182.06,181.02,996,204.21,204.09,702,228.98,227.48,684,240.15,238.91,4735,152.94,150.98,1199,166.30,167.38,1738,181.99,183.95,232,143.75,144.06,151
Nov-2017,218.08,218.98,15772,199.10,199.63,431,277.85,280.23,3259,184.28,183.06,1415,180.70,180.32,1161,205.23,205.64,463,225.28,225.23,712,236.73,237.71,4998,151.83,151.27,1125,167.12,168.50,1804,183.59,184.59,228,144.90,145.84,176
Dec-2017,218.59,220.63,13642,197.06,198.62,364,281.40,285.24,2876,183.10,183.06,970,180.87,180.83,720,209.19,211.07,399,224.19,226.50,600,236.07,238.60,4933,152.58,152.28,932,167.77,169.36,1520,182.56,184.24,218,147.62,148.30,110
Jan-2018,219.19,221.65,12502,198.96,201.83,433,284.64,287.94,3059,182.48,183.13,1146,180.27,180.53,881,206.88,209.12,272,223.63,226.46,603,236.57,239.83,4223,151.94,152.79,604,167.94,169.85,1071,178.95,181.01,113,146.12,147.55,97
Feb-2018,218.90,222.10,9675,199.04,202.85,268,285.83,289.07,2100,180.97,182.74,859,178.79,180.16,647,204.77,208.39,210,224.08,228.67,452,236.22,240.34,3214,150.84,153.12,557,167.44,169.72,1162,176.32,179.96,131,147.29,149.67,75
Mar-2018,218.96,222.43,11602,201.07,206.32,316,287.39,289.90,2129,180.17,182.35,875,176.41,178.41,785,205.85,209.77,481,223.42,228.49,498,236.22,240.65,3654,149.76,153.27,804,167.15,169.95,1709,176.54,180.25,234,145.79,149.59,117
Apr-2018,219.49,222.48,12656,201.44,206.81,342,288.19,290.98,2187,180.17,182.07,926,176.88,178.80,716,204.29,208.57,304,225.11,229.23,619,236.78,239.95,4001,149.62,153.09,911,167.54,170.25,2182,179.10,182.47,339,146.70,149.32,129
May-2018,221.73,223.04,17518,205.05,208.88,459,291.20,292.33,2848,180.84,181.96,1197,178.19,179.54,1106,206.95,209.99,448,226.03,227.61,684,239.90,240.34,4714,152.23,154.13,1404,168.06,170.64,3803,180.19,182.43,683,146.75,148.15,172
Jun-2018,223.82,223.10,22712,207.73,208.56,445,292.84,292.69,2699,181.84,182.31,1560,180.87,180.66,1522,204.89,207.16,405,230.16,228.08,931,242.67,240.00,6068,155.24,155.39,2050,169.24,170.73,5540,181.83,182.89,1241,148.20,147.29,251
Jul-2018,225.57,223.62,19911,208.53,207.50,604,294.03,292.89,3534,181.81,181.63,1314,182.07,181.03,1060,208.83,209.21,566,232.61,229.10,930,244.70,240.30,6413,158.81,156.92,2276,171.41,172.39,2570,182.91,183.13,400,149.97,149.28,244
Aug-2018,226.12,223.98,20634,208.77,207.42,483,292.98,293.00,2616,181.33,180.88,1806,182.36,180.72,1638,209.10,208.64,957,235.86,230.98,1093,245.37,240.66,6808,160.99,157.75,2323,173.43,173.69,2283,183.74,184.49,329,149.11,148.11,298
Sep-2018,226.23,224.58,15072,209.84,209.15,517,293.02,292.43,2954,181.08,180.13,1303,182.41,180.45,1149,211.50,210.37,816,236.35,233.01,625,245.12,242.13,4569,161.23,158.08,1225,174.27,174.40,1539,182.64,183.85,204,148.75,148.59,171
Oct-2018,225.38,225.02,14077,209.57,209.47,345,290.60,291.07,1930,180.46,179.64,1072,181.09,180.00,1025,211.07,210.70,768,235.28,234.18,685,244.67,243.87,4703,160.54,158.23,1177,174.65,175.36,1938,180.88,182.70,261,147.21,147.59,173
Nov-2018,224.74,225.64,16309,209.57,210.17,317,288.76,290.88,1976,179.30,178.31,1289,180.00,179.31,1139,209.95,210.41,781,235.11,235.33,896,244.43,245.65,5727,159.88,159.12,1445,174.45,175.68,2271,183.01,183.66,317,147.35,148.46,151
Dec-2018,224.07,226.02,11369,208.79,210.27,377,285.36,288.84,1953,178.27,178.13,786,177.48,177.45,601,208.16,209.79,487,234.06,236.33,567,244.85,247.41,3901,161.54,161.09,900,175.10,176.64,1495,182.30,183.67,189,147.56,148.60,113
Jan-2019,223.96,226.50,10306,208.77,211.78,265,284.58,287.84,1546,177.43,178.17,922,176.00,176.25,803,208.27,210.63,393,233.96,236.60,505,245.16,248.58,3853,161.00,162.01,682,175.43,177.40,1119,184.58,186.83,135,148.66,150.77,83
Feb-2019,223.00,226.31,8462,204.68,208.74,199,282.65,285.76,1341,176.06,177.85,666,175.89,177.35,631,207.46,211.04,249,230.79,235.47,412,244.62,248.92,2850,159.94,162.85,576,176.07,178.43,1319,182.45,186.29,153,149.04,151.55,66
Mar-2019,222.30,225.75,10059,202.44,207.60,218,281.35,283.60,1384,175.14,177.23,898,176.56,178.40,784,206.83,211.29,289,230.58,235.51,495,243.91,248.17,3203,157.55,161.93,712,176.28,179.44,1731,183.38,187.14,240,150.19,154.14,105
Apr-2019,222.22,224.82,13023,202.77,207.60,314,280.09,281.95,1982,174.57,176.34,865,176.66,178.45,661,202.68,207.38,558,232.44,236.18,621,244.56,247.02,4038,158.91,162.74,1067,176.01,179.11,2418,182.65,186.06,358,148.50,150.80,141
May-2019,223.26,224.30,18910,204.17,207.54,463,279.40,280.01,2661,175.12,176.16,1028,176.16,177.53,912,203.77,207.14,558,237.47,238.44,874,246.21,246.08,5389,161.58,163.41,1661,176.89,179.91,4225,184.06,186.52,927,149.84,151.11,212
Jun-2019,224.96,224.05,22015,208.39,209.01,428,278.61,278.07,2233,175.02,175.51,1281,176.21,176.29,1250,204.00,206.08,504,241.32,238.94,1031,249.49,246.46,6332,165.07,164.90,1996,178.34,179.97,5543,184.54,185.93,1142,152.15,151.08,275
Jul-2019,226.57,224.80,21881,209.73,209.08,540,275.70,275.18,2229,176.24,175.89,1802,177.01,176.13,1511,209.87,209.91,873,244.52,241.20,1098,252.63,248.38,7615,168.39,166.26,2366,181.36,182.44,3017,184.67,185.24,473,154.58,153.51,357
Aug-2019,227.51,225.48,21201,210.22,209.20,508,273.56,273.79,2393,177.23,176.48,1503,176.78,175.41,1448,211.37,210.55,748,246.29,241.70,1190,254.66,250.23,7854,171.26,167.56,2407,183.40,183.62,2419,183.91,184.67,418,157.36,155.89,313
Sep-2019,227.72,226.43,16710,209.66,209.48,482,272.21,272.83,2556,177.59,176.61,1298,176.74,174.89,1103,212.59,211.08,846,246.53,243.76,825,255.01,252.50,5662,172.66,168.95,1481,185.21,185.04,1974,182.56,183.43,282,157.40,157.03,201
Oct-2019,227.60,227.42,16973,211.07,211.15,400,272.67,273.66,2679,177.40,176.66,1219,174.99,173.89,1074,211.69,211.16,698,245.94,245.13,855,254.61,254.13,5945,172.94,170.19,1448,185.07,185.56,2151,182.70,184.46,284,159.42,159.89,220
Nov-2019,227.96,228.83,18468,211.11,211.81,513,273.78,275.55,3806,177.69,176.94,1159,175.20,174.33,1052,210.39,210.95,708,246.90,247.42,902,254.70,255.97,5906,172.89,171.86,1504,185.56,186.73,2410,184.61,185.08,343,157.30,158.66,165
Dec-2019,228.44,230.33,13574,211.15,212.48,311,273.81,276.87,2066,176.60,176.52,892,174.84,174.71,765,210.28,211.88,355,247.95,250.46,642,255.82,258.37,4881,173.46,173.18,1127,186.25,187.83,2081,185.01,186.28,291,158.41,160.14,163
Jan-2020,228.60,231.40,11740,209.36,212.27,228,274.33,277.65,1665,174.61,175.64,1002,175.04,175.27,727,208.87,211.61,399,250.01,252.50,631,256.23,260.01,4540,173.70,175.30,839,187.17,189.38,1440,182.39,184.76,170,158.21,161.24,99
Feb-2020,229.41,233.06,10446,209.70,213.86,267,276.58,279.68,2435,173.07,175.03,714,172.69,174.08,624,208.98,212.80,367,249.19,254.06,463,257.21,262.04,3183,173.81,177.82,692,189.27,192.00,1433,181.57,185.38,188,159.53,162.50,80
Mar-2020,230.83,234.43,12240,209.74,215.00,260,279.41,281.54,2059,172.84,174.88,952,171.72,173.31,763,207.37,212.48,370,250.18,254.99,545,259.43,263.78,3895,175.77,181.25,857,189.58,193.30,2120,182.16,185.71,285,159.71,163.94,134
Apr-2020,233.94,236.15,13720,212.18,216.64,299,281.11,282.13,2108,173.18,174.76,1121,171.75,173.28,923,209.24,214.15,406,253.04,256.43,640,264.58,266.29,4319,179.95,184.22,1007,192.74,196.27,2349,182.65,186.11,409,162.63,164.70,139
May-2020,236.55,237.32,14709,211.14,214.40,344,281.23,281.35,2442,172.92,173.92,782,173.22,174.54,666,210.66,214.04,396,257.08,257.58,739,270.13,269.51,4203,183.82,185.35,1144,194.04,197.32,3011,183.72,186.25,812,165.56,166.50,170
Jun-2020,238.19,236.90,16700,212.86,213.26,293,281.75,280.76,1675,172.76,173.10,824,171.95,172.29,712,214.45,216.17,395,261.52,258.69,750,272.16,268.40,4514,186.55,185.75,1598,196.67,198.39,4327,184.59,186.19,1421,170.05,168.67,191
Jul-2020,239.01,237.32,17517,212.31,211.90,429,281.67,281.49,2707,172.93,172.30,1025,172.43,171.78,989,216.76,216.55,806,262.82,259.88,853,272.98,268.81,4783,188.80,186.26,1880,198.25,199.33,3043,187.25,188.13,732,171.80,170.33,270
Aug-2020,240.43,238.37,20920,217.19,216.45,534,282.34,282.58,2778,172.88,171.95,1665,172.59,171.50,1665,218.24,217.12,1222,267.02,262.50,1056,273.31,268.94,6566,192.92,188.54,2022,201.99,202.14,2650,188.17,188.91,449,174.88,172.87,313
Sep-2020,243.01,241.92,21533,217.82,218.09,637,284.07,285.47,3278,173.03,172.11,1263,175.31,173.68,1167,219.21,217.54,973,272.17,269.87,1169,276.11,273.83,7267,197.31,192.89,1895,205.76,205.39,3052,192.38,193.10,525,176.57,175.96,307
Oct-2020,246.09,245.97,25050,221.63,221.95,746,288.26,289.61,4454,173.24,172.56,1666,176.28,175.01,1547,220.20,219.55,974,277.95,277.12,1293,278.82,278.46,8391,202.57,199.12,2059,209.46,209.85,3005,194.21,195.95,596,179.15,179.69,319
Nov-2020,248.39,249.29,21662,224.10,224.87,567,291.05,292.88,3631,173.66,173.16,1245,176.95,175.87,1042,221.46,222.06,749,283.13,283.80,1165,280.99,282.23,7710,205.25,203.90,1922,212.43,213.75,2851,195.50,195.95,498,182.04,183.93,282
Dec-2020,249.83,251.94,20863,227.11,228.46,693,293.15,296.50,4363,174.01,174.06,1043,177.04,176.78,1038,222.32,224.14,653,285.30,288.47,936,282.08,284.81,6760,207.62,207.63,1673,214.63,216.44,3013,193.35,194.48,484,184.26,186.80,207
Jan-2021,250.50,253.83,16605,228.41,231.51,358,294.39,298.19,2855,173.67,174.94,1591,176.38,176.69,1226,221.32,224.64,482,291.14,293.93,832,281.86,286.35,5967,207.75,210.25,1061,216.73,219.37,1860,193.95,196.66,233,185.01,189.34,140
Feb-2021,251.80,256.15,14011,229.42,233.83,355,296.89,300.30,2852,174.42,176.50,859,176.28,177.56,833,221.22,225.73,350,294.33,300.12,608,283.06,288.93,4951,206.79,212.32,925,217.85,221.38,1910,195.22,199.31,263,189.35,193.27,105
Mar-2021,255.68,259.77,19357,231.80,237.50,517,301.37,303.78,4494,175.95,178.00,1295,176.74,178.21,1120,223.56,229.57,516,302.59,307.82,695,288.37,293.21,6509,209.10,216.11,1124,220.15,224.66,2482,196.99,200.69,449,195.68,200.87,156
Apr-2021,261.74,263.96,21149,238.38,242.91,504,307.50,308.20,4185,178.20,179.72,1305,177.43,178.95,1101,227.73,232.90,655,311.05,314.69,857,297.12,298.44,7430,215.02,220.14,1274,223.43,227.75,2933,199.31,203.17,713,206.16,208.29,192
May-2021,269.07,269.65,24726,243.41,247.09,575,314.62,314.39,4605,180.63,181.67,1497,179.50,180.91,1202,232.66,235.84,763,322.53,322.82,1124,307.13,305.97,8621,225.65,226.99,1519,228.27,231.96,3553,201.77,204.60,1004,215.00,215.80,263
Jun-2021,276.28,274.37,34279,252.23,252.58,881,323.16,321.52,7226,183.12,183.34,1618,181.46,182.00,1406,235.72,237.28,478,334.68,330.55,1584,315.33,310.38,11089,234.76,233.11,2312,234.77,236.68,5376,204.49,206.36,1974,222.43,220.23,335
Jul-2021,281.67,279.62,27317,256.84,256.57,742,329.96,329.83,5065,185.93,184.96,1636,183.57,182.97,1303,239.55,239.30,902,341.80,338.17,1364,320.46,315.57,9745,243.42,239.81,2272,240.60,241.58,3082,206.59,207.72,810,229.14,226.94,396
Aug-2021,284.59,282.12,25063,260.17,259.48,626,332.61,332.70,4407,187.42,186.28,1707,184.71,183.68,1440,242.72,241.18,1355,347.54,341.91,1232,322.64,317.65,8928,248.54,242.62,2088,245.57,245.65,2351,209.24,210.08,548,231.47,228.58,381
Sep-2021,284.96,283.82,22924,261.72,262.36,798,331.49,333.43,5126,187.71,186.73,2082,185.35,183.76,1733,245.06,243.16,1030,348.42,346.06,954,323.86,321.41,6794,247.57,241.84,1606,245.57,244.99,2025,210.15,210.82,458,232.47,231.55,318
Oct-2021,284.84,284.82,19984,263.59,264.10,431,330.07,331.75,2860,188.00,187.34,2237,185.94,184.48,1807,245.02,244.39,1119,351.47,350.54,893,324.17,323.95,6684,244.98,240.75,1394,245.19,245.68,1935,210.55,212.38,403,233.52,234.25,221
Nov-2021,286.04,287.19,20467,266.16,267.13,477,331.51,333.78,3703,188.10,187.71,1906,185.44,184.26,1669,245.00,245.75,802,353.68,354.79,853,326.67,328.15,6848,242.28,240.77,1403,245.26,246.88,2183,211.11,211.59,404,236.25,238.93,219
Dec-2021,288.47,291.09,17831,271.87,273.36,405,334.80,338.84,3315,188.73,188.89,1360,184.64,184.29,1131,244.80,246.97,930,357.83,362.26,726,329.47,332.88,6145,241.56,241.95,1187,248.08,250.16,2039,213.41,214.55,427,240.82,244.51,166
Jan-2022,292.17,296.28,15662,275.99,279.69,263,339.54,344.10,3021,188.76,190.27,1335,185.00,185.36,1189,246.96,250.82,539,365.31,368.94,717,335.71,341.33,5839,240.80,244.17,904,249.31,252.39,1508,212.20,215.27,223,243.66,249.86,124
Feb-2022,296.43,301.81,13107,281.13,286.41,330,345.54,349.59,2800,188.89,191.19,1352,185.44,186.66,1117,248.08,253.53,391,376.48,383.80,444,342.07,349.57,4105,240.32,247.16,732,250.60,254.98,1464,211.37,215.74,260,250.87,256.42,112
Mar-2022,302.75,307.64,15631,284.60,291.61,329,351.82,354.80,2804,189.91,192.09,1713,186.02,187.46,1394,250.06,256.99,430,388.68,394.90,602,352.68,358.52,5076,245.80,254.23,907,252.31,257.58,1911,210.00,213.86,345,263.50,270.57,120
Apr-2022,310.97,313.35,15271,292.13,297.42,299,360.74,361.30,2561,191.57,193.15,1115,184.77,186.37,891,254.82,260.50,473,400.80,404.92,644,363.90,365.08,5358,254.21,260.18,1066,258.95,264.08,2229,214.95,219.16,474,277.96,280.53,161
May-2022,318.21,318.64,18728,299.40,303.93,373,366.07,365.47,2731,193.39,194.55,1384,182.45,183.99,1178,261.86,264.86,757,412.59,412.91,890,374.13,372.44,6256,263.76,264.93,1333,266.13,270.24,2871,220.08,223.21,756,288.04,288.67,199
Jun-2022,322.49,319.92,23044,301.92,302.37,364,369.78,367.62,3510,196.84,196.93,1619,182.57,183.18,1218,265.33,266.89,671,418.85,413.34,1076,377.40,371.03,6888,270.60,268.28,1781,274.56,276.66,4115,225.86,227.97,1455,291.16,287.90,347
Jul-2022,321.63,319.29,23648,303.45,303.22,1052,368.32,368.30,6843,202.69,201.42,1727,184.70,184.09,1284,268.34,268.19,884,414.42,410.34,958,372.54,366.96,5598,272.00,267.80,1752,277.65,278.57,2456,230.62,231.95,746,287.94,285.07,348
